INDEX,STREET NAME,STREET TYPE,STREET SUFFIX,SUBURB,SUBURB LIST
413,AMIABLE,Place,,MCDOWALL,"M, MCDOWALL"
414,AMINGA,Street,,FIG TREE POCKET,"F, FIG TREE POCKET"
415,AMINTA,Street,,SUNNYBANK,"S, SUNNYBANK"
416,AMINYA,Close,,THE GAP,"T, THE GAP"
417,AMINYA,Street,,MANSFIELD,"M, MANSFIELD"
418,AMISFIELD,Avenue,,NUNDAH,"N, NUNDAH"
419,AMITY,Street,,NEW FARM,"N, NEW FARM"
420,AMORIA,Street,,MANSFIELD,"M, MANSFIELD"
421,AMOS,Lane,,FORTITUDE VALLEY,"F, FORTITUDE VALLEY"
422,AMOTT,Street,,STAFFORD HEIGHTS,"S, STAFFORD HEIGHTS"
423,AMPTHILL,Street,,HIGHGATE HILL,"H, HIGHGATE HILL"
424,AMSTERDAM,Street,,WISHART,"W, WISHART"
425,AMULREE,Street,,TARRAGINDI,"T, TARRAGINDI"
426,AMY JOHNSON,Place,,EAGLE FARM,"E, EAGLE FARM"
427,AMY,Street,,ALBION,"A, ALBION"
428,AMY,Street,,HAWTHORNE,"H, HAWTHORNE"
429,ANA,Street,,BALD HILLS,"B, BALD HILLS"
430,ANAKIE,Street,,DURACK,"D, DURACK"
431,ANALESE,Street,,SUNNYBANK HILLS,"S, SUNNYBANK HILLS"
432,ANATINI,Place,,FOREST LAKE,"F, FOREST LAKE"
433,ANCASTER,Road,,FERNY GROVE,"F, FERNY GROVE"
434,ANCASTER,Road,,UPPER KEDRON,"U, UPPER KEDRON"
435,ANCHUSA,Street,,BELLBOWRIE,"B, BELLBOWRIE"
436,ANCILLA,Street,,MANSFIELD,"M, MANSFIELD"
437,ANDALUCIA,Court,,WISHART,"W, WISHART"
438,ANDAMAN,Street,,JAMBOREE HEIGHTS,"J, JAMBOREE HEIGHTS"
439,ANDAN,Street,,MURARRIE,"M, MURARRIE"
440,ANDERSON,Avenue,,ASHGROVE,"A, ASHGROVE"
441,ANDERSON,Close,,BANYO,"B, BANYO"
442,ANDERSON,Street,,FORTITUDE VALLEY,"F, FORTITUDE VALLEY"
443,ANDERSON,Street,,KANGAROO POINT,"K, KANGAROO POINT"
444,ANDERSON,Street,,WINDSOR,"W, WINDSOR"
445,ANDES,Street,,MANLY WEST,"M, MANLY WEST"
446,ANDOVER,Street,,MITCHELTON,"M, MITCHELTON"
447,ANDREA,Street,,TARRAGINDI,"T, TARRAGINDI"
448,ANDREE,Place,,WISHART,"W, WISHART"
449,ANDRESS,Street,,MCDOWALL,"M, MCDOWALL"
450,ANDREW,Avenue,,MOOROOKA,"M, MOOROOKA"
451,ANDREW,Avenue,,TARRAGINDI,"T, TARRAGINDI"
452,ANDREW,Street,,ALDERLEY,"A, ALDERLEY"
453,ANDREW,Street,,BALMORAL,"B, BALMORAL"
454,ANDREW,Street,,LOTA,"L, LOTA"
455,ANDREW,Street,,ROCKLEA,"R, ROCKLEA"
456,ANDREW,Street,,WYNNUM,"W, WYNNUM"
457,ANDREWS,Street,,CANNON HILL,"C, CANNON HILL"
458,ANDROMEDA,Street,,INALA,"I, INALA"
459,ANDROS,Street,,CHAPEL HILL,"C, CHAPEL HILL"
460,ANEMBO,Street,,THE GAP,"T, THE GAP"
461,ANESBURY,Street,,DOOLANDELLA,"D, DOOLANDELLA"
462,ANETO,Street,,RIVERHILLS,"R, RIVERHILLS"
463,ANGEL FACE,Court,,CALAMVALE,"C, CALAMVALE"
464,ANGEL,Street,,EIGHT MILE PLAINS,"E, EIGHT MILE PLAINS"
465,ANGELA,Street,,SALISBURY,"S, SALISBURY"
466,ANGELICA,Place,,FOREST LAKE,"F, FOREST LAKE"
467,ANGELICO,Place,,MACKENZIE,"M, MACKENZIE"
468,ANGELINA,Street,,MACGREGOR,"M, MACGREGOR"
469,ANGLE,Street,,CLAYFIELD,"C, CLAYFIELD"
470,ANGLESEY,Street,,KANGAROO POINT,"K, KANGAROO POINT"
471,ANGLIA,Street,,ASPLEY,"A, ASPLEY"
472,ANGLISS,Street,,WILSTON,"W, WILSTON"
473,ANGOPHORA,Street,,CARSELDINE,"C, CARSELDINE"
474,ANGOPHORA,Street,,ROBERTSON,"R, ROBERTSON"
475,ANGORA,Road,,HAMILTON,"H, HAMILTON"
476,ANGOURIE,Place,,CARINDALE,"C, CARINDALE"
477,ANGUS,Street,,BARDON,"B, BARDON"
478,ANGUS,Street,,SINNAMON PARK,"S, SINNAMON PARK"
479,ANGY,Street,,SUNNYBANK HILLS,"S, SUNNYBANK HILLS"
480,ANISE,Street,,WISHART,"W, WISHART"
481,ANITA,Street,,YERONGA,"Y, YERONGA"
482,ANN,Crescent,,ROCHEDALE,"R, ROCHEDALE"
483,ANN,Street,,BRISBANE CITY,"B, BRISBANE CITY"
484,ANN,Street,,FORTITUDE VALLEY,"F, FORTITUDE VALLEY"
485,ANN,Street,,NEWSTEAD,"N, NEWSTEAD"
486,ANN,Street,,SPRING HILL,"S, SPRING HILL"
487,ANNABEL,Street,,KENMORE,"K, KENMORE"
488,ANNAND,Street,,OXLEY,"O, OXLEY"
489,ANNANDALE,Street,,KEPERRA,"K, KEPERRA"
490,ANNEAR,Street,,ACACIA RIDGE,"A, ACACIA RIDGE"
491,ANNERLEY,Road,,ANNERLEY,"A, ANNERLEY"
492,ANNERLEY,Road,,DUTTON PARK,"D, DUTTON PARK"
493,ANNERLEY,Road,,WOOLLOONGABBA,"W, WOOLLOONGABBA"
494,ANNERLEY,Street,,TOOWONG,"T, TOOWONG"
495,ANNESLEY,Crescent,,BOONDALL,"B, BOONDALL"
496,ANNETTE,Street,,TINGALPA,"T, TINGALPA"
497,ANNIE,Place,,KURABY,"K, KURABY"
498,ANNIE,Street,,AUCHENFLOWER,"A, AUCHENFLOWER"
499,ANNIE,Street,,BRACKEN RIDGE,"B, BRACKEN RIDGE"
500,ANNIE,Street,,CAMP HILL,"C, CAMP HILL"
501,ANNIE,Street,,COOPERS PLAINS,"C, COOPERS PLAINS"
502,ANNIE,Street,,HAMILTON,"H, HAMILTON"
503,ANNIE,Street,,KANGAROO POINT,"K, KANGAROO POINT"
504,ANNIE,Street,,MCDOWALL,"M, MCDOWALL"
505,ANNIE,Street,,NEW FARM,"N, NEW FARM"
506,ANNIE,Street,,PADDINGTON,"P, PADDINGTON"
507,ANNIE,Street,,ROCKLEA,"R, ROCKLEA"
508,ANNIE,Street,,WINDSOR,"W, WINDSOR"
509,ANNIE,Street,,WOOLLOONGABBA,"W, WOOLLOONGABBA"
510,ANSDELL,Street,,MOUNT GRAVATT,"M, MOUNT GRAVATT"
511,ANSFORD,Street,,STAFFORD HEIGHTS,"S, STAFFORD HEIGHTS"
512,ANSON,Street,,MOOROOKA,"M, MOOROOKA"
513,ANSTEAD,Place,,MOUNT CROSBY,"M, MOUNT CROSBY"
514,ANSTEY,Street,,ALBION,"A, ALBION"
515,ANTHONY,Street,,ASCOT,"A, ASCOT"
516,ANTHONY,Street,,HAMILTON,"H, HAMILTON"
517,ANTHONY,Street,,WEST END,"W, WEST END"
518,ANTILL,Street,,WILSTON,"W, WILSTON"
519,ANTILL,Street,,WINDSOR,"W, WINDSOR"
520,ANTON,Road,,HEMMANT,"H, HEMMANT"
521,ANTONIA,Street,,MOUNT GRAVATT EAST,"M, MOUNT GRAVATT EAST"
522,ANTONIO,Place,,BOONDALL,"B, BOONDALL"
523,ANTRIM,Street,,ACACIA RIDGE,"A, ACACIA RIDGE"
524,ANTRIM,Street,,FORTITUDE VALLEY,"F, FORTITUDE VALLEY"
525,ANZAC,Avenue,,SANDGATE,"S, SANDGATE"
526,ANZAC,Lane,,MOOROOKA,"M, MOOROOKA"
527,ANZAC,Road,,CARINA,"C, CARINA"
528,ANZAC,Road,,CARINA HEIGHTS,"C, CARINA HEIGHTS"
529,APANIE,Street,,MIDDLE PARK,"M, MIDDLE PARK"
530,APANIE,Street,,WESTLAKE,"W, WESTLAKE"
531,APERA,Court,,KENMORE,"K, KENMORE"
532,APERITIF,Place,,CARSELDINE,"C, CARSELDINE"
533,APEX,Street,,BALMORAL,"B, BALMORAL"
534,APEX,Street,,CLAYFIELD,"C, CLAYFIELD"
535,APHRODITE,Street,,MANLY WEST,"M, MANLY WEST"
536,APLEY,Court,,CARINDALE,"C, CARINDALE"
537,APLIN,Street,,ACACIA RIDGE,"A, ACACIA RIDGE"
538,APOLLO,Place,,BRIDGEMAN DOWNS,"B, BRIDGEMAN DOWNS"
539,APOLLO,Road,,BULIMBA,"B, BULIMBA"
540,APPEL,Place,,KENMORE HILLS,"K, KENMORE HILLS"
541,APPEL,Street,,CHELMER,"C, CHELMER"
542,APPEL,Street,,GRACEVILLE,"G, GRACEVILLE"
543,APPEL,Street,,HIGHGATE HILL,"H, HIGHGATE HILL"
544,APPERLEY,Street,,BANYO,"B, BANYO"
545,APPIA,Avenue,,SEVEN HILLS,"S, SEVEN HILLS"
546,APPIN,Street,,KENMORE,"K, KENMORE"
547,APPLE BLOSSOM,Place,,EIGHT MILE PLAINS,"E, EIGHT MILE PLAINS"
548,APPLE GUM,Place,,FITZGIBBON,"F, FITZGIBBON"
549,APPLEBY,Road,,STAFFORD,"S, STAFFORD"
550,APPLEBY,Road,,STAFFORD HEIGHTS,"S, STAFFORD HEIGHTS"
551,APPLEBY,Street,,CALAMVALE,"C, CALAMVALE"
552,APPLEBY,Street,,PARKINSON,"P, PARKINSON"
553,APPLECROSS,Place,,PALLARA,"P, PALLARA"
554,APPLEDORE,Street,,BRACKEN RIDGE,"B, BRACKEN RIDGE"
555,APPLEGUM,Street,,ANSTEAD,"A, ANSTEAD"
556,APPLETON,Street,,CARINDALE,"C, CARINDALE"
557,APPLEYARD,Crescent,,COOPERS PLAINS,"C, COOPERS PLAINS"
558,APPOLINE,Street,,OXLEY,"O, OXLEY"
559,APPROACH,Road,,BANYO,"B, BANYO"
560,APRICOT,Street,,INALA,"I, INALA"
561,APRIL,Crescent,,BRIDGEMAN DOWNS,"B, BRIDGEMAN DOWNS"
562,APSLEY,Crescent,,PARKINSON,"P, PARKINSON"
563,APULIA,Place,,BRIDGEMAN DOWNS,"B, BRIDGEMAN DOWNS"
564,APUNYA,Close,,RIVERHILLS,"R, RIVERHILLS"
565,APURLA,Court,,KARANA DOWNS,"K, KARANA DOWNS"
566,APUS,Street,,INALA,"I, INALA"
567,AQUA,Court,,WAKERLEY,"W, WAKERLEY"
568,AQUAMARINE,Street,,HOLLAND PARK,"H, HOLLAND PARK"
569,AQUARIUM,Avenue,,HEMMANT,"H, HEMMANT"
570,AQUARIUS,Place,,BRIDGEMAN DOWNS,"B, BRIDGEMAN DOWNS"
571,AQUARIUS,Street,,INALA,"I, INALA"
572,AQUILA,Street,,INALA,"I, INALA"
573,AQUINAS,Court,,ST LUCIA,"S, ST LUCIA"
574,ARA,Street,,CAMP HILL,"C, CAMP HILL"
575,ARABELLA,Street,,BARDON,"B, BARDON"
576,ARABILIA,Close,,CHAPEL HILL,"C, CHAPEL HILL"
577,ARABILIA,Street,,HOLLAND PARK,"H, HOLLAND PARK"
578,ARAFURA,Crescent,,TINGALPA,"T, TINGALPA"
579,ARAFURA,Street,,UPPER MOUNT GRAVATT,"U, UPPER MOUNT GRAVATT"
580,ARAGON,Street,,INDOOROOPILLY,"I, INDOOROOPILLY"
581,ARAKOOLA,Street,,JINDALEE,"J, JINDALEE"
582,ARAKURTA,Street,,LOTA,"L, LOTA"
583,ARALIA,Street,,SUNNYBANK,"S, SUNNYBANK"
584,ARALUEN,Place,,CARINDALE,"C, CARINDALE"
585,ARALUEN,Street,,KEDRON,"K, KEDRON"
586,ARAMAC,Street,,KEPERRA,"K, KEPERRA"
587,ARAMARA,Road,,ANSTEAD,"A, ANSTEAD"
588,ARAMIS,Place,,NUDGEE,"N, NUDGEE"
589,ARANUI,Street,,YERONGA,"Y, YERONGA"
590,ARAPALA,Court,,CARSELDINE,"C, CARSELDINE"
591,ARARAT,Street,,RIVERHILLS,"R, RIVERHILLS"
592,ARATULA,Street,,SUNNYBANK HILLS,"S, SUNNYBANK HILLS"
593,ARBOR,Street,,FERNY GROVE,"F, FERNY GROVE"
594,ARBOUR,Street,,BRIDGEMAN DOWNS,"B, BRIDGEMAN DOWNS"
595,ARBOUR,Street,,SHERWOOD,"S, SHERWOOD"
596,ARC,Place,,LARAPINTA,"L, LARAPINTA"
597,ARC,Street,,COORPAROO,"C, COORPAROO"
598,ARCADIA,Crescent,,DARRA,"D, DARRA"
599,ARCADIA,Street,,EIGHT MILE PLAINS,"E, EIGHT MILE PLAINS"
600,ARCH,Lane,,BRISBANE CITY,"B, BRISBANE CITY"
601,ARCHDALE,Road,,FERNY GROVE,"F, FERNY GROVE"
602,ARCHER,Close,,PALLARA,"P, PALLARA"
603,ARCHER,Court,,MOUNT OMMANEY,"M, MOUNT OMMANEY"
604,ARCHER,Parade,,CORINDA,"C, CORINDA"
605,ARCHER,Street,,CHANDLER,"C, CHANDLER"
606,ARCHER,Street,,GORDON PARK,"G, GORDON PARK"
607,ARCHER,Street,,GUMDALE,"G, GUMDALE"
608,ARCHER,Street,,TOOWONG,"T, TOOWONG"
609,ARCHER,Street,,UPPER MOUNT GRAVATT,"U, UPPER MOUNT GRAVATT"
610,ARCHERFIELD,Road,,DARRA,"D, DARRA"
611,ARCHERFIELD,Road,,FOREST LAKE,"F, FOREST LAKE"
612,ARCHERFIELD,Road,,INALA,"I, INALA"
613,ARCHERFIELD,Road,,RICHLANDS,"R, RICHLANDS"
614,ARCHES,Crescent,,ALDERLEY,"A, ALDERLEY"
615,ARCHIBALD,Street,,FAIRFIELD,"F, FAIRFIELD"
616,ARCHIBALD,Street,,WEST END,"W, WEST END"
617,ARCHIMEDES,Place,,MURARRIE,"M, MURARRIE"
618,ARCHIMEDES,Street,,DARRA,"D, DARRA"
619,ARCHIVA,Street,,MOUNT GRAVATT EAST,"M, MOUNT GRAVATT EAST"
620,ARCOLA,Street,,ASPLEY,"A, ASPLEY"
621,ARCOONA,Street,,SUNNYBANK,"S, SUNNYBANK"
622,ARCTIC,Place,,BALD HILLS,"B, BALD HILLS"
623,ARCTIC,Street,,UPPER MOUNT GRAVATT,"U, UPPER MOUNT GRAVATT"
624,ARDARA,Street,,BRACKEN RIDGE,"B, BRACKEN RIDGE"
625,ARDARGIE,Street,,SUNNYBANK,"S, SUNNYBANK"
626,ARDCARN,Street,,BRACKEN RIDGE,"B, BRACKEN RIDGE"
627,ARDEE,Court,,KEPERRA,"K, KEPERRA"
628,ARDELL,Street,,KENMORE,"K, KENMORE"
629,ARDENNES,Close,,MANSFIELD,"M, MANSFIELD"
630,ARDENTALLEN,Road,,ENOGGERA,"E, ENOGGERA"
631,ARDES,Street,,CHAPEL HILL,"C, CHAPEL HILL"
632,ARDILL,Street,,ZILLMERE,"Z, ZILLMERE"
633,ARDMERE,Street,,ASPLEY,"A, ASPLEY"
634,ARDMORE,Street,,RUNCORN,"R, RUNCORN"
635,ARDOCH,Street,,KEPERRA,"K, KEPERRA"
636,ARDOYNE,Road,,CORINDA,"C, CORINDA"
637,ARDOYNE,Road,,OXLEY,"O, OXLEY"
638,ARELL,Street,,ASPLEY,"A, ASPLEY"
639,ARENGA,Street,,WAKERLEY,"W, WAKERLEY"
640,ARGENT,Place,,SUNNYBANK HILLS,"S, SUNNYBANK HILLS"
641,ARGO,Place,,CARINA,"C, CARINA"
642,ARGO,Street,,INALA,"I, INALA"
643,ARGON,Street,,SUMNER,"S, SUMNER"
644,ARGOON,Street,,CARINDALE,"C, CARINDALE"
645,ARGYLE,Parade,,DARRA,"D, DARRA"
646,ARGYLE,Place,,FOREST LAKE,"F, FOREST LAKE"
647,ARGYLE,Place,,PARKINSON,"P, PARKINSON"
648,ARGYLE,Street,,ALBION,"A, ALBION"
649,ARGYLE,Street,,RED HILL,"R, RED HILL"
650,ARGYLE,Street,,SEVENTEEN MILE ROCKS,"S, SEVENTEEN MILE ROCKS"
651,ARIADNE,Street,,MANLY WEST,"M, MANLY WEST"
652,ARIES,Court,,BRIDGEMAN DOWNS,"B, BRIDGEMAN DOWNS"
653,ARILA,Street,,UPPER MOUNT GRAVATT,"U, UPPER MOUNT GRAVATT"
654,ARILA,Street,,WISHART,"W, WISHART"
655,ARINGA,Crescent,,KARANA DOWNS,"K, KARANA DOWNS"
656,ARINYA,Road,,ASHGROVE,"A, ASHGROVE"
657,ARISE,Boulevard,,ROCHEDALE,"R, ROCHEDALE"
658,ARKANA,Street,,THE GAP,"T, THE GAP"
659,ARKIN,Street,,THE GAP,"T, THE GAP"
660,ARKINDALE,Street,,NATHAN,"N, NATHAN"
661,ARKOSE,Street,,EIGHT MILE PLAINS,"E, EIGHT MILE PLAINS"
662,ARKWRIGHT,Street,,TARRAGINDI,"T, TARRAGINDI"
663,ARLENE,Street,,SUNNYBANK,"S, SUNNYBANK"
664,ARLINGTON,Street,,COORPAROO,"C, COORPAROO"
665,ARLINGTON,Street,,HEATHWOOD,"H, HEATHWOOD"
666,ARMADA,Place,,BANYO,"B, BANYO"
667,ARMADALE,Street,,ST LUCIA,"S, ST LUCIA"
668,ARMAGH,Street,,CLAYFIELD,"C, CLAYFIELD"
669,ARMENTIERES,Street,,KEDRON,"K, KEDRON"
670,ARMFIELD,Street,,EVERTON PARK,"E, EVERTON PARK"
671,ARMFIELD,Street,,STAFFORD,"S, STAFFORD"
672,ARMISFIELD,Street,,DOOLANDELLA,"D, DOOLANDELLA"
673,ARMSTRONG,Close,,ASPLEY,"A, ASPLEY"
674,ARMSTRONG,Road,,CANNON HILL,"C, CANNON HILL"
675,ARMSTRONG,Terrace,,PADDINGTON,"P, PADDINGTON"
676,ARMUNA,Street,,COORPAROO,"C, COORPAROO"
677,ARMY,Street,,WEST END,"W, WEST END"
678,ARMYTAGE,Street,,LOTA,"L, LOTA"
679,ARNCLIFFE,Close,,CARINDALE,"C, CARINDALE"
680,ARNE,Street,,WOOLLOONGABBA,"W, WOOLLOONGABBA"
681,ARNELL,Street,,KEPERRA,"K, KEPERRA"
682,ARNICA,Crescent,,BALD HILLS,"B, BALD HILLS"
683,ARNOLD,Road,,NORTHGATE,"N, NORTHGATE"
684,ARNOLD,Street,,HOLLAND PARK,"H, HOLLAND PARK"
685,ARNOLD,Street,,HOLLAND PARK WEST,"H, HOLLAND PARK WEST"
686,ARNOLD,Street,,MANLY,"M, MANLY"
687,ARNOTT,Street,,KEDRON,"K, KEDRON"
688,ARNWOOD,Place,,ANNERLEY,"A, ANNERLEY"
689,ARONIA,Street,,KENMORE,"K, KENMORE"
690,AROO,Street,,BRACKEN RIDGE,"B, BRACKEN RIDGE"
691,AROONA,Street,,DURACK,"D, DURACK"
692,AROSA,Street,,JAMBOREE HEIGHTS,"J, JAMBOREE HEIGHTS"
693,ARPEGE,Crescent,,EIGHT MILE PLAINS,"E, EIGHT MILE PLAINS"
694,ARRABRI,Avenue,,JINDALEE,"J, JINDALEE"
695,ARRABRI,Avenue,,MOUNT OMMANEY,"M, MOUNT OMMANEY"
696,ARRAN,Avenue,,HAMILTON,"H, HAMILTON"
697,ARRAN,Place,,BELMONT,"B, BELMONT"
698,ARRAS,Street,,YERONGA,"Y, YERONGA"
699,ARRAVANDA,Crescent,,PALLARA,"P, PALLARA"
700,ARRIS,Close,,UPPER KEDRON,"U, UPPER KEDRON"
701,ARROL,Street,,CAMP HILL,"C, CAMP HILL"
702,ARROSA,Street,,CALAMVALE,"C, CALAMVALE"
703,ARROW,Street,,WOOLLOONGABBA,"W, WOOLLOONGABBA"
704,ARROWFIELD,Court,,CARSELDINE,"C, CARSELDINE"
705,ARROWSMITH,Street,,CAMP HILL,"C, CAMP HILL"
706,ARRUNGA,Street,,COOPERS PLAINS,"C, COOPERS PLAINS"
707,ARTEMIS,Avenue,,SEVEN HILLS,"S, SEVEN HILLS"
708,ARTHUR,Street,,BRACKEN RIDGE,"B, BRACKEN RIDGE"
709,ARTHUR,Street,,FORTITUDE VALLEY,"F, FORTITUDE VALLEY"
710,ARTHUR,Street,,TENERIFFE,"T, TENERIFFE"
711,ARTHUR,Terrace,,BARDON,"B, BARDON"
712,ARTHUR,Terrace,,MOGGILL,"M, MOGGILL"
713,ARTHUR,Terrace,,RED HILL,"R, RED HILL"
714,ARUMA,Street,,HOLLAND PARK WEST,"H, HOLLAND PARK WEST"
715,ARUNDAL,Street,,BRIGHTON,"B, BRIGHTON"
716,ARUNTA,Street,,TARRAGINDI,"T, TARRAGINDI"
717,ARURA,Street,,MANSFIELD,"M, MANSFIELD"
718,ARVAGH,Place,,FERNY GROVE,"F, FERNY GROVE"
719,ARVIN,Close,,CALAMVALE,"C, CALAMVALE"
720,ARVON,Street,,COORPAROO,"C, COORPAROO"
721,ARWIN,Terrace,,WINDSOR,"W, WINDSOR"
722,ASCENT,Street,,ROCHEDALE,"R, ROCHEDALE"
723,ASCENT,Street,,UPPER KEDRON,"U, UPPER KEDRON"
724,ASCHAM,Street,,CAMP HILL,"C, CAMP HILL"
725,ASCIANO,Place,,BRIDGEMAN DOWNS,"B, BRIDGEMAN DOWNS"
726,ASCOG,Terrace,,TOOWONG,"T, TOOWONG"
727,ASCORT,Street,,MURARRIE,"M, MURARRIE"
728,ASCOT,Avenue,,FOREST LAKE,"F, FOREST LAKE"
729,ASCOT,Place,,BRACKEN RIDGE,"B, BRACKEN RIDGE"
730,ASCOT,Street,,ASCOT,"A, ASCOT"
731,ASH,Court,,CARINDALE,"C, CARINDALE"
732,ASH,Court,,MOUNT GRAVATT EAST,"M, MOUNT GRAVATT EAST"
733,ASH,Street,,INALA,"I, INALA"
734,ASHBOLT,Street,,WOOLOOWIN,"W, WOOLOOWIN"
735,ASHBOURNE,Close,,CARINDALE,"C, CARINDALE"
736,ASHBOURNE,Street,,ASHGROVE,"A, ASHGROVE"
737,ASHBURTON,Place,,WAKERLEY,"W, WAKERLEY"
738,ASHBURTON,Street,,CHAPEL HILL,"C, CHAPEL HILL"
739,ASHBY,Court,,FOREST LAKE,"F, FOREST LAKE"
740,ASHBY,Lane,,FAIRFIELD,"F, FAIRFIELD"
741,ASHBY,Street,,FAIRFIELD,"F, FAIRFIELD"
742,ASHCROFT,Close,,WAKERLEY,"W, WAKERLEY"
743,ASHDALE,Court,,TINGALPA,"T, TINGALPA"
744,ASHDON,Close,,BRIDGEMAN DOWNS,"B, BRIDGEMAN DOWNS"
745,ASHDOWN,Street,,SUNNYBANK HILLS,"S, SUNNYBANK HILLS"
746,ASHENDON,Close,,HEATHWOOD,"H, HEATHWOOD"
747,ASHER,Place,,MOGGILL,"M, MOGGILL"
748,ASHFIELD,Street,,EAST BRISBANE,"E, EAST BRISBANE"
749,ASHFORD,Place,,PARKINSON,"P, PARKINSON"
750,ASHFORD,Street,,SHORNCLIFFE,"S, SHORNCLIFFE"
751,ASHGROVE,Avenue,,ASHGROVE,"A, ASHGROVE"
752,ASHGROVE,Avenue,,NEWMARKET,"N, NEWMARKET"
753,ASHGROVE,Crescent,,ASHGROVE,"A, ASHGROVE"
754,ASHINGTON,Street,,WEST END,"W, WEST END"
755,ASHLAR,Court,,WYNNUM WEST,"W, WYNNUM WEST"
756,ASHLEA,Place,,BRACKEN RIDGE,"B, BRACKEN RIDGE"
757,ASHLEY,Road,,CHERMSIDE WEST,"C, CHERMSIDE WEST"
758,ASHMOLE,Street,,CAMP HILL,"C, CAMP HILL"
759,ASHMORE,Street,,EVERTON PARK,"E, EVERTON PARK"
760,ASHOVER,Road,,ROCKLEA,"R, ROCKLEA"
761,ASHRIDGE,Road,,DARRA,"D, DARRA"
762,ASHTAN,Place,,BANYO,"B, BANYO"
763,ASHTON,Street,,CAMP HILL,"C, CAMP HILL"
764,ASHTON,Street,,WYNNUM,"W, WYNNUM"
765,ASHTON,Way,,FOREST LAKE,"F, FOREST LAKE"
766,ASHWOOD,Court,,SUNNYBANK HILLS,"S, SUNNYBANK HILLS"
767,ASHWORTH,Street,,CHERMSIDE WEST,"C, CHERMSIDE WEST"
768,ASKEW,Street,,TARRAGINDI,"T, TARRAGINDI"
769,ASPECT,Street,,BELMONT,"B, BELMONT"
770,ASPEN,Crescent,,PARKINSON,"P, PARKINSON"
771,ASPEN,Street,,CARINDALE,"C, CARINDALE"
772,ASPEN,Street,,HEATHWOOD,"H, HEATHWOOD"
773,ASPEN,Street,,INALA,"I, INALA"
774,ASPINALL,Street,,NUNDAH,"N, NUNDAH"
775,ASPIRE,Street,,ROCHEDALE,"R, ROCHEDALE"
776,ASPLEY,Court,,ASPLEY,"A, ASPLEY"
777,ASPLEYBANK,Street,,ASPLEY,"A, ASPLEY"
778,ASQUITH,Street,,MORNINGSIDE,"M, MORNINGSIDE"
779,ASSEMBLY,Street,,SALISBURY,"S, SALISBURY"
780,ASSYNT,Street,,MIDDLE PARK,"M, MIDDLE PARK"
781,ASTAIRE,Place,,MCDOWALL,"M, MCDOWALL"
782,ASTER,Place,,CALAMVALE,"C, CALAMVALE"
783,ASTER,Street,,CANNON HILL,"C, CANNON HILL"
784,ASTEROID,Place,,BRIDGEMAN DOWNS,"B, BRIDGEMAN DOWNS"
785,ASTI,Place,,CARSELDINE,"C, CARSELDINE"
786,ASTLEY,Street,,WYNNUM WEST,"W, WYNNUM WEST"
787,ASTOLAT,Street,,YERONGA,"Y, YERONGA"
788,ASTON,Close,,BRIGHTON,"B, BRIGHTON"
789,ASTON,Street,,TOOWONG,"T, TOOWONG"
790,ASTONBROOK,Close,,CARINDALE,"C, CARINDALE"
791,ASTOR,Terrace,,SPRING HILL,"S, SPRING HILL"
792,ATHABASCA,Close,,WAVELL HEIGHTS,"W, WAVELL HEIGHTS"
793,ATHALIE,Street,,RUNCORN,"R, RUNCORN"
794,ATHENA,Close,,MOGGILL,"M, MOGGILL"
795,ATHENS,Street,,HIGHGATE HILL,"H, HIGHGATE HILL"
796,ATHERTON,Circuit,,FOREST LAKE,"F, FOREST LAKE"
797,ATHERTON,Court,,RUNCORN,"R, RUNCORN"
798,ATHERTON,Street,,WOOLLOONGABBA,"W, WOOLLOONGABBA"
799,ATHLONE,Street,,SOUTH BRISBANE,"S, SOUTH BRISBANE"
800,ATHLONE,Street,,TINGALPA,"T, TINGALPA"
801,ATHLONE,Street,,WOOLLOONGABBA,"W, WOOLLOONGABBA"
802,ATHOL,Street,,YERONGA,"Y, YERONGA"
803,ATHOS,Street,,RIVERHILLS,"R, RIVERHILLS"
804,ATKINS,Street,,RED HILL,"R, RED HILL"
805,ATKINSON,Close,,COOPERS PLAINS,"C, COOPERS PLAINS"
806,ATKINSON,Drive,,KARANA DOWNS,"K, KARANA DOWNS"
807,ATKINSON,Street,,HAMILTON,"H, HAMILTON"
808,ATLANTA,Street,,MANLY WEST,"M, MANLY WEST"
809,ATLANTIC,Place,,PALLARA,"P, PALLARA"
810,ATLAS,Place,,CHAPEL HILL,"C, CHAPEL HILL"
811,ATRINA,Street,,MANSFIELD,"M, MANSFIELD"
812,ATTEWELL,Street,,NUNDAH,"N, NUNDAH"
813,ATTEY,Street,,MANLY WEST,"M, MANLY WEST"
814,ATTHOW,Avenue,,ASHGROVE,"A, ASHGROVE"
815,ATTHOW,Parade,,NUNDAH,"N, NUNDAH"
816,ATTLEY,Street,,BALD HILLS,"B, BALD HILLS"
817,ATTUNGA,Street,,BALD HILLS,"B, BALD HILLS"
818,ATURA,Street,,OXLEY,"O, OXLEY"
819,AUBIGNY,Street,,ANNERLEY,"A, ANNERLEY"
820,AUBREY,Street,,CAMP HILL,"C, CAMP HILL"
821,AUBURN,Place,,FOREST LAKE,"F, FOREST LAKE"
822,AUBURN,Street,,PETRIE TERRACE,"P, PETRIE TERRACE"
823,AUBURN,Terrace,,INDOOROOPILLY,"I, INDOOROOPILLY"
